sourceID,reportingCompany,companyId,contribEmail,reportingCountry,sourceURL,timeSourceAdded,sourceAddType,format,timeSourceScraped,scraped,reportStartDate,reportEndDate,fiscalYear,reportCurrency,currencyMultiplier,nonCurrencyPayment,review,sourceAddedBy,sourcePublishDate,reason
ZWxPL,Cornwall Gravel Company Limited,NA,elliot.kt.tan@gmail.com,Canada,http://cornwallgravel.ca/wp-content/uploads/2017/05/ESTMA%E2%80%93Reporting-Cornwall-Gravel-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 2 project names found in entity names (in general),tmorrison@resourcegovernance.org,5/30/17,NA
LQRxA,Coro Mining Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://coromining.com/site/assets/files/1348/coro_estma_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
XNpmL,Corridor Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,https://www.corridor.ca/wp-content/uploads/2014/05/2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,CAD,1,FALSE,Leases: in project unresolved; Leases: in entity unresolved,tmorrison@resourcegovernance.org,5/28/17,further review
AGxwX,Crescent Point Energy Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.crescentpointenergy.com/files/18944.2016%20ESTMA%20Report%20FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/19/17,NA
AdpwA,Crew Energy Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.crewenergy.com/sites/default/files/2016%20Crew%20Energy%20Estma%20Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/26/17,NA
APxJA,CRH Canada Group Inc.,NA,NA,Canada,http://crhcanada.com/docs/default-source/estma-reports/crh-canada-group-inc-2016-estma-report.pdf?sfvrsn=2,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
AK45X,Crown Point Energy Inc.,NA,NA,Canada,http://crownpointenergy.com/wp-content/uploads/2017/05/CWV-2016-ESTMA.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,5/29/17,NA
XD2nL,Cub Energy Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.cubenergyinc.com/_resources/pdf/ESTMA-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/19/17,NA
2AGkA,Dalradian Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/162468244/files/doc_downloads/ESTMA/ESTMA_NRCan-2016-final-filing.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
Lm07Z,Dana Petroleum Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/03456891/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/29/16,NA
AvweX,Dana Petroleum Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/03456891/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/29/16,NA
ZnpdA,De Beers Canada Holdings Inc.,NA,NA,Canada,http://www.nrcan.gc.ca/mining-materials/estma/19799,8/24/17 16:42,ESTMA Scraper,N/A,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
ARyxL,Delphi Energy Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.delphienergy.ca/upload/media_element/142/03/final-2016-estma-report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,5/20/17,resolved
Z798A,Denison Mines Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.denisonmines.com/i/pdf/estma/2016-ESTMA-DNN.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 3 entity names found in project names (in general),tmorrison@resourcegovernance.org,5/30/17,NA
Aq3YZ,Detour Gold Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/154471198/files/doc_downloads/DGC-2016-ESTMA%e2%80%93ReportingTemplate-REVISED-version-3-MAY-25-2017.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/19/17,NA
Ae08L,Devon Operating Company Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://devonenergy.com/documents/Operations/DVN-ESTMA-Government-Submission.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
AkpoX,Dexter Construction Company Ltd.,NA,NA,Canada,http://www.dexter.ca/sites/default/files/images/inline/mel_estma_package.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,8/2/17,NA
L6OvA,Diavik Diamond Mines (2012) Inc.,NA,NA,Canada,http://www.nrcan.gc.ca/mining-materials/estma/19801,8/24/17 16:42,ESTMA Scraper,N/A,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
AV9xL,Dominion Diamond Corporation,NA,NA,Canada,http://ddcorp.ca/docs/default-source/default-document-library/ddc-estma-31-january-2017-final.pdf?status=Temp&sfvrsn=0.08473239130326604,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,7/4/17,NA
Ag1WZ,Dundee Precious Metals Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/589145389/files/doc_downloads/ESTMA-Reports/2016/ESTMAReportingDPM2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
L1eBL,Duran Ventures Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://duranventuresinc.com/wp-content/uploads/2015/06/ESTMA-Report-Fiscal-2016_revised.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/15/17,NA
XJyWA,DuSolo Fertilizers Inc.,NA,NA,Canada,http://dusolo.com/wp-content/uploads/2017/07/ESTMA-Reporting-2016.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,8/2/17,NA
XzYlA,Eagle Energy Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://eagleenergytrust.com/05%2030%202017%202016%20ESTMA%20Report%20Eagle%20Energy%20Inc.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
A4wqL,East Africa Metals Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.eastafricametals.com/i/pdf/estma/2016-ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
ApP0A,Eastern Platinum Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.eastplats.com/investors/ESTMAReporting%20Eastern%20Platinum%20Limited.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
GL06X,Eco Oro Minerals Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.eco-oro.com/i/pdf/Reports/EOM-ESTMA-Reporting-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/19/17,NA
Z5omA,Eldorado Gold Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/536453762/files/doc_downloads/ESTMA/ESTMA-Report-2016-FINAL-REVISED.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
LE5yL,Ember Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://emberresources.com/wp-content/uploads/2017/05/Ember-Resources-2016-ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,3/18/17,NA
L1D2Z,Encana Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 3 entity names found in project names (in general),tmorrison@resourcegovernance.org,5/30/17,NA
ZW5mA,Endeavour Energy UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05030838/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/30/16,NA
L099A,Endeavour Energy UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05030838/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/30/16,NA
AYlgL,Endeavour Mining Corporation,NA,elliot.kt.tan@gmail.com,Canada,https://s21.q4cdn.com/954147562/files/ESTMA-EDV-Annual-Report-2016-Vfinal.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AdVNZ,Endeavour Silver Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://edrsilver.com/_resources/reports/Endeavour-Silver-Corp-ESTMA-report-for-fiscal-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AYnkX,Energy Fuels Inc,NA,elliot.kt.tan@gmail.com,Canada,NA,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
LQBqA,Energy Fuels Inc,NA,NA,Canada,http://www.energyfuels.com/wp-content/uploads/2017/05/Energy-Fuels-Inc-ESTMA‰ÛÒ2016.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,full duplicate,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,6/1/17,NA
Lo5zX,Enerplus Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.enerplus.com/files/Enerplus%20Corporation%20-%202016%20ESTMA%20Report_FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AxBwZ,Enirgi Group Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.enirgi.com/wp-content/uploads/2017/05/2016-EGC-Consolidated-ESTMA-Summary-FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR United States of America Royalties don't tally,tmorrison@resourcegovernance.org,5/24/17,NA
ZrxJA,EnQuest PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07140891/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
AOPDX,EnQuest PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07140891/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/22/17,NA
APkoL,EnQuest PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07140891/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
AKopA,EnQuest PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07140891/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/22/17,NA
LE8VZ,EntrÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½_Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½_e Gold Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://entreeresourcesltd.com/_resources/pdfs/ESTMA-Report-2016.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,5/15/17,resolved
Zl01Z,EQUION ENERGIA LIMITED,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00629687/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,10/31/16,NA
Z74pL,EQUION ENERGIA LIMITED,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00629687/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/7/17,NA
AVK5X,EQUION ENERGIA LIMITED,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00629687/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,10/31/16,NA
XJJ2X,EQUION ENERGIA LIMITED,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00629687/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/7/17,NA
AxxnA,Esso Exploration and Production UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00207426/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/30/16,NA
LoG1L,Esso Exploration and Production UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00207426/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,11/30/16,NA
XDmgZ,Eurasian Minerals Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.eurasianminerals.com/i/pdf/estma/2016-ESTMA-EMX.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
ARlkZ,Euro Sun Mining Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://eurosunmining.com/_resources/financials/ESTMA_Euro_Sun_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/26/17,NA
oXDgA,Euromax Resources Ltd,NA,elliot.kt.tan@gmail.com,Canada,http://www.euromaxresources.com/wp-content/uploads/2017/05/Euromax-Resources-Ltd-ESTMA-Return-2016-revised.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/15/17,NA
AGQWZ,EVRAZ PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07784342/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,8/17/16,NA
L96QA,EVRAZ PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07784342/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/19/17,NA
AgGJA,EVRAZ PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07784342/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,8/17/16,NA
AbE5L,EVRAZ PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07784342/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/19/17,NA
AenpX,Excellon Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.excellonresources.com/_resources/pdf/Excellon-2016-ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
A4jWZ,Excelsior Mining Corp,NA,elliot.kt.tan@gmail.com,Canada,http://www.excelsiormining.com/images/pdf/ESTMA/EMC_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
L1KBX,Exeter Resource Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://exeterresource.com/site/wp-content/uploads/2013/06/Exeter_ESTMA_Reporting_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AMdDL,Exillon Energy Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741505197,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
XBaWA,Exillon Energy Plc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741505197,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/30/16,NA
mZl7X,Exploration Azimut Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.azimut-exploration.com/en/LMTSE/LMTSE_20160831.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,9/1/15,8/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,1/11/17,NA
XaVjZ,Exploration Midland Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.midlandexploration.com/fr/MediaHandler.ashx?MediaId=0d39a142-bdbc-4567-8eaa-d7315a26297b,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,10/1/15,9/30/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2/27/17,NA
Lj3yA,ExxonMobil Canada Energy,NA,NA,Canada,http://www.nrcan.gc.ca/mining-materials/estma/19635,8/24/17 16:42,ESTMA Scraper,N/A,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,5/4/17,NA
Xyx9A,Ferrexpo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05432915/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/28/16,NA
X8anZ,Ferrexpo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05432915/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/6/17,NA
LwkDL,Ferrexpo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05432915/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/28/16,NA
AkGyA,Ferrexpo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05432915/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,7/6/17,NA
ApDQA,Firenze Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://sprott-toscana.com/media/1247/estma-reporting-template.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
Lj8bX,First Majestic Silver Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://www.firstmajestic.com/_resources/reports/2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/25/17,NA
XB5bA,First Mining Finance Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://www.firstminingfinance.com/_resources/FF%20ESTMA%20reporting%202016%282%29.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,5/9/17,resolved
Xa1jX,First Quantum Minerals Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/857957299/files/doc_downloads/2017/tax-transparency/ESTMA-Report-May-29-FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AG6rL,Fission 3.0 Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://fission3corp.com/_resources/reports/ESTMA_Report_for_the_year_ended_June_30_2016b.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,7/1/15,6/30/16,NA,USD,1,FALSE,DATA ERROR 2 entity names found in project names (in general),tmorrison@resourcegovernance.org,11/28/16,NA
AVRdA,Forrester Metals Inc,NA,NA,Canada,https://zincone.com/site/assets/files/2222/estma_2016.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,5/31/17,NA
AeV5X,Fortuna Silver Mines Inc.,NA,elliot.kt.tan@gmail.com,Canada,https://www.fortunasilver.com/site/assets/files/4078/2016_estma_report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,5/28/17,resolved
XDp6X,Franco-Nevada Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/700333554/files/doc_downloads/estma/2017/Franco-Nevada-Corporation-ESTMA-Report-(F'2016)-FINAL.PDF,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR United States of America Fees don't tally,tmorrison@resourcegovernance.org,5/30/17,NA
L1goX,Freegold Ventures Limited,NA,elliot.kt.tan@gmail.com,Canada,https://www.freegoldventures.com/site/assets/files/1967/estma2016fvl.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/18/17,NA
XanNZ,Freehold Royalties Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.freeholdroyalties.com/en/financials/estmareporting_2016freehold1.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR sourceId not found in project table,tmorrison@resourcegovernance.org,5/30/17,resolved data
AvoqX,Fresnillo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06344120/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/16/16,NA
L00NL,Fresnillo plc,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06344120/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/14/17,NA
