sourceID,reportingCompany,reportingCountry,sourceURL,format,reportStartDate,reportEndDate,sourcePublishDate,reportYear
99eb5fdcb572ceb8c6bd354e9c2942c9,Endeavour Mining Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report99eb5fdcb572ceb8c6bd354e9c2942c9,.pdf,2016-1-1,2016-12-31,2017-5-29,2016
1ebc259ab85f6fa2e3c752e2e2ececac,Endeavour Mining Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report1ebc259ab85f6fa2e3c752e2e2ececac,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
4112fcdf073a5d71937a4b9201d4beae,Endeavour Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report4112fcdf073a5d71937a4b9201d4beae,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
22ec0d9da616e210f20fa8bbbb310394,Endeavour Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report22ec0d9da616e210f20fa8bbbb310394,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
a5f8212d19e09351651895407eabe33b,Enercapita Energy L.P.,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta5f8212d19e09351651895407eabe33b,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
952443bfc9385883db611c490bc83f77,Energy Fuels Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report952443bfc9385883db611c490bc83f77,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
4170f2f4866f3bfc15114315e88ac1cb,Energy Fuels Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report4170f2f4866f3bfc15114315e88ac1cb,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
e58a59d081ae5304eb9128add723a272,Enerplus Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte58a59d081ae5304eb9128add723a272,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
899ed90af4e4fce44e6b83fe54529bdf,Enerplus Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report899ed90af4e4fce44e6b83fe54529bdf,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
2e0e3a1a8869e0e4ad4ed114710b82e6,Engie S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2e0e3a1a8869e0e4ad4ed114710b82e6,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
ee168ba248ad8aed71d0a968a1e48db0,Engie S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportee168ba248ad8aed71d0a968a1e48db0,.pdf,2017-1-1,2017-12-31,2018-3-8,2017
2ba84fee7d2c089c512c87736aea7843,Eni S.p.A.,Italy,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2ba84fee7d2c089c512c87736aea7843,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
d0e485e0dc22255f44ecf8dec0615a53,Eni S.p.A.,Italy,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd0e485e0dc22255f44ecf8dec0615a53,.pdf,2017-1-1,2017-12-31,2018-5-28,2017
7c86006006cb6c4162bb41c403c35a6b-546b09849245d0bf549f86ee542d621e-75f16650e444d91c9168d3bc1e1ad8ff-2ddd9c42bcd053cdeac70818f71bed29,EnQuest Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7c86006006cb6c4162bb41c403c35a6b-546b09849245d0bf549f86ee542d621e-75f16650e444d91c9168d3bc1e1ad8ff-2ddd9c42bcd053cdeac70818f71bed29,.zip,2015-1-1,2015-12-31,2016-6-30,2015
824d0405dcbaabb8cdf34e8e36d296dc-8725053189c75fb49feb7ad5c32ef46d-a28e60c1a15810c30cdb797dec9f54cd-241b4c7a95f825174485152df3c7904b,EnQuest Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report824d0405dcbaabb8cdf34e8e36d296dc-8725053189c75fb49feb7ad5c32ef46d-a28e60c1a15810c30cdb797dec9f54cd-241b4c7a95f825174485152df3c7904b,.zip,2016-1-1,2016-12-31,2017-6-22,2016
037135dfcff0102d607ceae070ea17c3,EnQuest Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report037135dfcff0102d607ceae070ea17c3,.pdf,2017-1-1,2017-12-31,2018-6-7,2017
d57ed702ba1d281cf0f98b8a8acf9edd,Entrada Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd57ed702ba1d281cf0f98b8a8acf9edd,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
8e7cdb89d7bf904c9cb5b3fef5233aac,Entree Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report8e7cdb89d7bf904c9cb5b3fef5233aac,.pdf,2016-1-1,2016-12-31,2017-5-15,2016
0c9b59921bce6f05d1303d159f74c204,Entree Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-0c9b59921bce6f05d1303d159f74c204,.pdf,2017-1-1,2017-12-31,2018-5-23,2017
b8b1baea39214797ffbce59d2c25d3ea,Equinox Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportb8b1baea39214797ffbce59d2c25d3ea,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
60f442d78dbf9b66b621477bf8a92a3e-91e4d2e28b94e4e68389b68afafcdba9-c55682b382969a513de9e48d801f1e76-c1c53849c64d948b038e9dc1d1812e22,Equion Energia Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report60f442d78dbf9b66b621477bf8a92a3e-91e4d2e28b94e4e68389b68afafcdba9-c55682b382969a513de9e48d801f1e76-c1c53849c64d948b038e9dc1d1812e22,.zip,2015-1-1,2015-12-31,2016-10-31,2015
d1e66804384d5a18a16d9efe83f60a42-ed2be40b897b9148d8caa42b854ba397-8e3a12e4f01cbc469dd8ad963154f4ff-f64bb4f913e114da1be51c6d8fe9b454,Equion Energia Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd1e66804384d5a18a16d9efe83f60a42-ed2be40b897b9148d8caa42b854ba397-8e3a12e4f01cbc469dd8ad963154f4ff-f64bb4f913e114da1be51c6d8fe9b454,.zip,2016-1-1,2016-12-31,2017-7-7,2016
e5692fac6c9dd504d3eb768d1ebd0cd1,Eramet S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte5692fac6c9dd504d3eb768d1ebd0cd1,.pdf,2016-1-1,2016-12-31,2017-5-23,2016
e7f470355d51fd663d44ea39ade69e28,Ero Copper Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte7f470355d51fd663d44ea39ade69e28,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
9823da55caced93859fdaa377b71e61c-35a74a752fd0bb1b7d6139fa4da2ddb7-1acf47d0b5914e832e2664d772d4f79e-3a24b0b725dc8efd7846feaf6d53fbaa,ESSO Exploration and Production United Kingdom Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9823da55caced93859fdaa377b71e61c-35a74a752fd0bb1b7d6139fa4da2ddb7-1acf47d0b5914e832e2664d772d4f79e-3a24b0b725dc8efd7846feaf6d53fbaa,.zip,2015-1-1,2015-12-31,2016-11-30,2015
981b77c6bf6a20c65a13897171f38df4-ccb2d4ef9b0628a93dc078f64a1e889a-4479d3a57f03b99fa9bfecb5d9d78989-88d5c9f00e84ea47b78ab06c3eb53421,ESSO Exploration and Production United Kingdom Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report981b77c6bf6a20c65a13897171f38df4-ccb2d4ef9b0628a93dc078f64a1e889a-4479d3a57f03b99fa9bfecb5d9d78989-88d5c9f00e84ea47b78ab06c3eb53421,.zip,2016-1-1,2016-12-31,2017-11-30,2016
7472c40dcb4cc551e6b3fb8a151f0b1d,Etablissements Maurel & Prom S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7472c40dcb4cc551e6b3fb8a151f0b1d,.pdf,2015-1-1,2015-12-31,2016-4-26,2015
9abe681f4d86aa59500ee69fb39732dc,Etablissements Maurel & Prom S.A.,France,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9abe681f4d86aa59500ee69fb39732dc,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
a713eda762a452e3770fa27383a7469a,Eurasian Resources Group,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta713eda762a452e3770fa27383a7469a,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
8796e8b24b0fe8f17ad2f9b4dda1e625,Euro Sun Mining Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report8796e8b24b0fe8f17ad2f9b4dda1e625,.pdf,2016-1-1,2016-12-31,2017-5-26,2016
ba0386d0cea67adab21a1c9e766af2f6,Euromax Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportba0386d0cea67adab21a1c9e766af2f6,.pdf,2016-1-1,2016-12-31,2017-5-15,2016
17b3d6c03288211b1f50d2baf4119766,Euromax Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report17b3d6c03288211b1f50d2baf4119766,.pdf,2017-1-1,2017-12-31,2018-3-22,2017
6e0ec9446943e90d2fb7c205d3cb2a06-5046c28528d5665d53ff7e63a4e6a85c-c6f0878574047ab5349d60fcb7c49864-75e817423b484cf67cfb3d1f69d41387,EVRAZ Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-6e0ec9446943e90d2fb7c205d3cb2a06-5046c28528d5665d53ff7e63a4e6a85c-c6f0878574047ab5349d60fcb7c49864-75e817423b484cf67cfb3d1f69d41387,.zip,2015-1-1,2015-12-31,2016-8-17,2015
f39910a0ee92d720bb24469cae5402d4-0f3b66a10be9846b8e50fb5a544151f0-3ffed5ff4c36f469b249b348ff872996-d67406db68fb5d2c67c79644a115fe97,EVRAZ Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf39910a0ee92d720bb24469cae5402d4-0f3b66a10be9846b8e50fb5a544151f0-3ffed5ff4c36f469b249b348ff872996-d67406db68fb5d2c67c79644a115fe97,.zip,2016-1-1,2016-12-31,2017-6-19,2016
918de682279c9e34dacc7bd3570a31f8-e7555295ca8e321838b40bab17a25413-f59b3fcc06717f8a4a8074ab9a252090-0d418354027db100c728acf3f1adcdb6,EVRAZ Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-918de682279c9e34dacc7bd3570a31f8-e7555295ca8e321838b40bab17a25413-f59b3fcc06717f8a4a8074ab9a252090-0d418354027db100c728acf3f1adcdb6,.zip,2017-1-1,2017-12-31,2018-6-23,2017
44a424f93afd0a7178548ba8ca493d20,Excellon Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report44a424f93afd0a7178548ba8ca493d20,.pdf,2016-1-1,2016-12-31,2017-5-24,2016
5cbf82d16112fb14703f8b7c320326db,Excellon Resources Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5cbf82d16112fb14703f8b7c320326db,.pdf,2017-1-1,2017-12-31,2018-5-24,2017
556756820d36f642551e461ffba53a66,Excelsior Mining Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report556756820d36f642551e461ffba53a66,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
29cc220f5e4cccd8a150b00e111c6b97,Exillon Energy Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report29cc220f5e4cccd8a150b00e111c6b97,.html,2015-1-1,2015-12-31,2016-6-30,2015
ec7a5c65406b86638df2ff3b5fc85448,Exillon Energy Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportec7a5c65406b86638df2ff3b5fc85448,.pdf,2016-1-1,2016-12-31,2017-5-25,2016
5106f7a9ade7973f575c1e57d275ecec,Exillon Energy Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5106f7a9ade7973f575c1e57d275ecec,.pdf,2017-1-1,2017-12-31,2018-6-26,2017
7c79bba178793f43edc3c4bb077e9608,ExxonMobil Canada Investments Company,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-7c79bba178793f43edc3c4bb077e9608,.pdf,2015-12-1,2016-11-30,2017-4-24,2016
8628ad97e1b684836582e26f6ce7a0a3,ExxonMobil Canada Investments Company,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-8628ad97e1b684836582e26f6ce7a0a3,.pdf,2016-12-1,2017-11-30,2018-4-23,2017
9a36c9ddadfbe8a30d46e5d670c1121b,ExxonMobil Canada Properties,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9a36c9ddadfbe8a30d46e5d670c1121b,.pdf,2016-1-1,2016-12-31,2017-4-24,2016
ece8c4afb158bf6be32aecffe1d85370,ExxonMobil Central Europe Holding GmbH,Germany,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-ece8c4afb158bf6be32aecffe1d85370,.html,2016-1-1,2016-12-31,2018-1-3,2016
f93024c6ea31133336e780068839d173,ExxonMobil Luxembourg et Cie,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportf93024c6ea31133336e780068839d173,.pdf,2016-1-1,2016-12-31,2017-12-19,2016
902fe121e3c7b6dffede33727aea2bca,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report902fe121e3c7b6dffede33727aea2bca,.pdf,2014-1-1,2014-12-31,2017-1-1,2014
7b92838096135617aa3c236e85316b69,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7b92838096135617aa3c236e85316b69,.pdf,2015-1-1,2015-12-31,2017-1-1,2015
6d895f4cacd4b872708afac8fdf6a9a9,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report6d895f4cacd4b872708afac8fdf6a9a9,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
977b4a3caf99e116dc3041882946bfa8,ExxonMobil Norway,Norway,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-977b4a3caf99e116dc3041882946bfa8,.pdf,2017-1-1,2017-12-31,,2017
ffe6babd42be13ad5f9c87699f851b78,Falco Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportffe6babd42be13ad5f9c87699f851b78,.pdf,2015-7-1,2016-6-30,2016-11-13,2016
79b101b096283ba53aa501d354d1d88f,Falco Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report79b101b096283ba53aa501d354d1d88f,.pdf,2016-7-1,2017-6-30,2017-11-23,2017
4353b505b99829c750e9345896830123,Fengro Industries Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report4353b505b99829c750e9345896830123,.pdf,2015-10-1,2016-9-30,2017-7-7,2016
3cd6336502c970f20af7302ae3fb68dc,Fengro Industries Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report3cd6336502c970f20af7302ae3fb68dc,.pdf,2016-10-1,2017-9-30,2018-4-12,2017
0b6d37bbaf8d4b31e25d75e06f0a5c25-30877c5d3be4e04bbe0cea5b96f396ce-e906483f93d1a8a1ffdf3614c173f368-10e041bf77caba3ecb0edb6c527e4a75,Ferrexpo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report0b6d37bbaf8d4b31e25d75e06f0a5c25-30877c5d3be4e04bbe0cea5b96f396ce-e906483f93d1a8a1ffdf3614c173f368-10e041bf77caba3ecb0edb6c527e4a75,.zip,2015-1-1,2015-12-31,2016-6-28,2015
7ed5cc8af47326b8df596c9ab335f02c-bc59a75d9dd892683d2b45424afdd65f-957917aaae9b65537b98d16e7704755a-de338a7728c64995c9cfb5e8d2ed620b,Ferrexpo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7ed5cc8af47326b8df596c9ab335f02c-bc59a75d9dd892683d2b45424afdd65f-957917aaae9b65537b98d16e7704755a-de338a7728c64995c9cfb5e8d2ed620b,.zip,2016-1-1,2016-12-31,2017-7-6,2016
c998b837ecf74edebfb7dfcc7b338f10-dea9b27856b00a9cafbd24d517cc38d0-65cee87c7967ba63bb9c37accc3840d8-f7099d64788669cc4a780f87d7de02df,Ferrexpo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c998b837ecf74edebfb7dfcc7b338f10-dea9b27856b00a9cafbd24d517cc38d0-65cee87c7967ba63bb9c37accc3840d8-f7099d64788669cc4a780f87d7de02df,.zip,2017-1-1,2017-12-31,2018-6-27,2017
80b1be008cc3e96ac8e2457494f1cca4,Financiere De Gestions Internationales SCA,Luxembourg,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report80b1be008cc3e96ac8e2457494f1cca4,.pdf,2016-1-1,2016-12-31,2017-1-1,2016
44f564d7f7b7757be050489526327b26,Firenze Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report44f564d7f7b7757be050489526327b26,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
343da8e1cf01c25af02ff2f74383cc65,First Majestic Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report343da8e1cf01c25af02ff2f74383cc65,.pdf,2016-1-1,2016-12-31,2017-5-25,2016
ffdd732a29daedba27f618e987f08236,First Majestic Silver Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportffdd732a29daedba27f618e987f08236,.pdf,2017-1-1,2017-12-31,2018-5-11,2017
a5dc12ff070d46591025288c1a2590a3,First Mining Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta5dc12ff070d46591025288c1a2590a3,.pdf,2016-1-1,2016-12-31,2017-5-9,2016
244904c798de92f4f5c578faa4628ffd,First Mining Gold Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report244904c798de92f4f5c578faa4628ffd,.pdf,2017-1-1,2017-12-31,2018-5-16,2017
9c0c7db678cd4167324182ff48b5d656,First Quantum Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9c0c7db678cd4167324182ff48b5d656,.pdf,2016-1-1,2016-12-31,2017-5-29,2016
ccb613466751cf980bc0fe29f14956c3,First Quantum Minerals Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportccb613466751cf980bc0fe29f14956c3,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
a0d6cf805cb8b33fe9a1a97db7d9af6e,Fission 3.0 Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta0d6cf805cb8b33fe9a1a97db7d9af6e,.pdf,2015-7-1,2016-6-30,2016-11-28,2016
a9076171d97d3b2749a204581ae968da,Fission 3.0 Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta9076171d97d3b2749a204581ae968da,.pdf,2016-7-1,2017-6-30,2017-11-27,2017
c32262211b4a452493e5e39521a53feb,Five Star Diamonds Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-c32262211b4a452493e5e39521a53feb,.pdf,2016-7-1,2017-6-30,2018-6-18,2017
7f601bf76dcbf584d78e7857e372d0fb,Fortuna Silver Mines Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report7f601bf76dcbf584d78e7857e372d0fb,.pdf,2016-1-1,2016-12-31,2017-5-28,2016
9f5f0058fa3b85adc630f3fa339888df,Fortuna Silver Mines Incorporated,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report9f5f0058fa3b85adc630f3fa339888df,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
d77949ece7ba1419c0f3ccff87a19219,Franco-Nevada Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportd77949ece7ba1419c0f3ccff87a19219,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
6e477f2115c4fbf1a56d79ec0b4fd6ed,Franco-Nevada Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report6e477f2115c4fbf1a56d79ec0b4fd6ed,.pdf,2017-1-1,2017-12-31,2018-5-30,2017
14aea5501fda0e1be4b0dabd84366091,Franken-Schotter GmbH & Co. KG,Germany,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-14aea5501fda0e1be4b0dabd84366091,.html,2016-2-1,2017-1-31,2018-2-9,2016
3ab6708ea9096063526c9fad15676116,Freegold Ventures Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report3ab6708ea9096063526c9fad15676116,.pdf,2016-1-1,2016-12-31,2017-5-18,2016
94f84cf691a68886988521864f9dd712,Freegold Ventures Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report94f84cf691a68886988521864f9dd712,.pdf,2017-1-1,2017-12-31,2018-4-24,2017
5de1ece7c55c58a161a86049741b97f8,Freehold Royalties Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5de1ece7c55c58a161a86049741b97f8,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
a61bacec53f23cbfe6b1d2d6969951e2,Freehold Royalties Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporta61bacec53f23cbfe6b1d2d6969951e2,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
e91d6ebc14783bcac7c4a177d805cea8-bd78ce76c0bdb000243a7a790d591fd0-e84b37c3a046588c455197d125ad0eb3-7ce9cf156a77f1cf2fb517deb7c4d980,Fresnillo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte91d6ebc14783bcac7c4a177d805cea8-bd78ce76c0bdb000243a7a790d591fd0-e84b37c3a046588c455197d125ad0eb3-7ce9cf156a77f1cf2fb517deb7c4d980,.zip,2015-1-1,2015-12-31,2016-6-16,2015
b2a1da98e7dcc3896b3ebef16a711f7d-1f4d7cfc146c2b3240a005b1d24e534e-dde2d998eb968190eaeb3b666114d01a-3b3a2709ab14531729477d4b7d7bff2e,Fresnillo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportb2a1da98e7dcc3896b3ebef16a711f7d-1f4d7cfc146c2b3240a005b1d24e534e-dde2d998eb968190eaeb3b666114d01a-3b3a2709ab14531729477d4b7d7bff2e,.zip,2016-1-1,2016-12-31,2017-6-14,2016
653e83d05f80b653a4d2d86a292ffb7e-e977c1039bf76ff4945da2f69dd9cd20-5d16d94d1ff5e7054789e7c8826442de-4dd932d5500d8505c8fc5bbc155cd4ea,Fresnillo Public Limited Company,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report-653e83d05f80b653a4d2d86a292ffb7e-e977c1039bf76ff4945da2f69dd9cd20-5d16d94d1ff5e7054789e7c8826442de-4dd932d5500d8505c8fc5bbc155cd4ea,.zip,2017-1-1,2017-12-31,2018-6-13,2017
36ef4fad809427107d50a9d163ac2710,Front Range Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report36ef4fad809427107d50a9d163ac2710,.pdf,2016-1-1,2016-12-31,2018-5-29,2016
bfb8829e84c27e91842092b914d695bd,Front Range Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportbfb8829e84c27e91842092b914d695bd,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
97827e3f73b3fba41f6f39ca2b8e0c70,Frontera Energy Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report97827e3f73b3fba41f6f39ca2b8e0c70,.pdf,2016-1-1,2016-12-31,2017-5-24,2016
b6bf59f34e9972863499deec4f3cb098,Frontera Energy Corporation,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportb6bf59f34e9972863499deec4f3cb098,.pdf,2017-1-1,2017-12-31,2018-5-29,2017
5101e7a39dbdefa27a83f80f117712cd,G3 Exploration Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report5101e7a39dbdefa27a83f80f117712cd,.html,2016-1-1,2016-12-31,2018-5-3,2016
2c6265325dcf463b49b71eb6a3914cbd,G3 Exploration Limited,United Kingdom of Great Britain and Northern Ireland,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report2c6265325dcf463b49b71eb6a3914cbd,.html,2017-1-1,2017-12-31,2018-5-3,2017
e3163177e2b46ecf9a0fb28bc2e84876,Gabriel Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reporte3163177e2b46ecf9a0fb28bc2e84876,.pdf,2017-1-1,2017-12-31,2018-5-23,2017
b9dad6081402493546d14ff9880f1450,Gabriel Resources Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportb9dad6081402493546d14ff9880f1450,.pdf,2016-1-31,2016-12-31,2017-5-24,2016
3bd42d5bfd6d68e2de77750899881f6b,Gain Energy Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-report3bd42d5bfd6d68e2de77750899881f6b,.pdf,2017-8-11,2017-12-31,2018-3-7,2017
c8750c7f307a132aadf5be30a5446007,Galane Gold Limited,Canada,https://s3.us-east-2.amazonaws.com/rp-20-sources/mandatory-disclosure-reportc8750c7f307a132aadf5be30a5446007,.pdf,2016-1-1,2016-12-31,2017-5-30,2016
