sourceID,projectCountry,reportingCompany,projectName,paymentType,reportYear,projectPayment,totPay,proportionPay,sourceURL,reportingCountry
src_dAggYA,Canada,Athabasca Oil Corporation,Hangingstone,Fees,2016,505507.91006,3825261.34926,0.13214990138067062,http://www.atha.com/upload/report/71/73d6562c08d2/2016-estma-report---athabasca-oil-corporation.pdf,Canada
src_dAggYA,Canada,Athabasca Oil Corporation,Hangingstone,Royalties,2016,316885.55556,3825261.34926,0.08284023668639054,http://www.atha.com/upload/report/71/73d6562c08d2/2016-estma-report---athabasca-oil-corporation.pdf,Canada
src_dAggYA,Canada,Athabasca Oil Corporation,Hangingstone,Taxes,2016,3002867.88364,3825261.34926,0.7850098619329389,http://www.atha.com/upload/report/71/73d6562c08d2/2016-estma-report---athabasca-oil-corporation.pdf,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Ferrier,Fees,2016,30179.57672,814848.5714400001,0.037037037037037035,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Ferrier,Royalties,2016,611136.4285800001,814848.5714400001,0.75,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Ferrier,Taxes,2016,173532.56614,814848.5714400001,0.21296296296296297,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Pembina,Bonuses,2016,30179.57672,2286102.93654,0.013201320132013201,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Pembina,Fees,2016,286705.97884,2286102.93654,0.1254125412541254,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Pembina,Royalties,2016,1622152.2487,2286102.93654,0.7095709570957096,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_nA4jWZ,Canada,Baccalieu Energy Inc,Pembina,Taxes,2016,347065.13228,2286102.93654,0.15181518151815182,https://drive.google.com/file/d/0B04rwQJaiJDGdjIyaUdDT3B5anRuSlBudXRscnoyYndFX3FF/view,Canada
src_JZn39L,Canada,Baytex Energy Corp,Lloydminster,Bonuses,2016,241436.61376,13603444.206540002,0.017748197448696615,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Lloydminster,Fees,2016,2301192.7249000003,13603444.206540002,0.16916250693288962,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Lloydminster,Payments for infrastructure improvements,2016,128263.20106,13603444.206540002,0.009428729894620076,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Lloydminster,Royalties,2016,4730648.65086,13603444.206540002,0.3477537437603993,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Lloydminster,Taxes,2016,6201903.01596,13603444.206540002,0.4559068219633943,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Peace River,Bonuses,2016,286705.97884,11822849.18006,0.024250159540523293,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Peace River,Fees,2016,671495.58202,11822849.18006,0.05679642629227824,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Peace River,Royalties,2016,8223934.6562,11822849.18006,0.6955966815571155,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_JZn39L,Canada,Baytex Energy Corp,Peace River,Taxes,2016,2640712.963,11822849.18006,0.223356732610083,http://www.baytexenergy.com/files/pdf/ESTMA/2016%20ESTMA%20Report.pdf,Canada
src_1L9wBX,Canada,Black Swan Energy Ltd,Duvernay,Royalties,2016,60359.15344,60359.15344,1,https://www.blackswanenergy.com/wp-content/uploads/2017-0526-ESTMA-2016-Annual-Report.pdf,Canada
src_1L9wBX,Canada,Black Swan Energy Ltd,Montney,Fees,2016,716764.9471,3266939.1799399997,0.21939953810623558,https://www.blackswanenergy.com/wp-content/uploads/2017-0526-ESTMA-2016-Annual-Report.pdf,Canada
src_1L9wBX,Canada,Black Swan Energy Ltd,Montney,Royalties,2016,2338917.1958,3266939.1799399997,0.7159353348729792,https://www.blackswanenergy.com/wp-content/uploads/2017-0526-ESTMA-2016-Annual-Report.pdf,Canada
src_1L9wBX,Canada,Black Swan Energy Ltd,Montney,Taxes,2016,211257.03704,3266939.1799399997,0.06466512702078522,https://www.blackswanenergy.com/wp-content/uploads/2017-0526-ESTMA-2016-Annual-Report.pdf,Canada
src_PXJb6X,Canada,Bouyges,Wapiti Compressor Station,Royalties,2016,162604.30592699998,162604.30592699998,1,http://hugin.info/155933/R/2081224/783854.pdf,France
src_BAbadL,Canada,Brion Energy Corporation,Duvernay,Royalties,2016,7137469.894280001,7137469.894280001,1,http://www.brionenergy.com/upload/media_element/53/01/2016-brion-energy-corporation-estma-report.pdf,Canada
src_BAbadL,Canada,Brion Energy Corporation,Groundbirch,Royalties,2016,875207.72488,1222272.8571600001,0.7160493827160493,http://www.brionenergy.com/upload/media_element/53/01/2016-brion-energy-corporation-estma-report.pdf,Canada
src_BAbadL,Canada,Brion Energy Corporation,Groundbirch,Taxes,2016,347065.13228,1222272.8571600001,0.2839506172839506,http://www.brionenergy.com/upload/media_element/53/01/2016-brion-energy-corporation-estma-report.pdf,Canada
src_pLw0GA,Canada,Canada Hibernia Holding Corporation,Hibernia,Royalties,2016,39610694.445,39610694.445,1,http://www.cdiccei.ca/en/pdf/2016_CHHC-ESTMA-Filing-2017-05-24-en.pdf,Canada
src_zAYYaA,Canada,Capital Power Corporation,Genesee,Fees,2016,551408.782782866,2049894.93444674,0.26899368036717913,http://www.capitalpower.com/InvestorRelations/FinancialReporting/Reports/Extractive%20Sector%20Transparency%20Measures%20Act%20Report%20%E2%80%93%20Capital%20Power%202016.pdf,Canada
src_zAYYaA,Canada,Capital Power Corporation,Genesee,Royalties,2016,1178154.842931868,2049894.93444674,0.5747391357156791,http://www.capitalpower.com/InvestorRelations/FinancialReporting/Reports/Extractive%20Sector%20Transparency%20Measures%20Act%20Report%20%E2%80%93%20Capital%20Power%202016.pdf,Canada
src_zAYYaA,Canada,Capital Power Corporation,Genesee,Taxes,2016,320331.308732006,2049894.93444674,0.15626718391714178,http://www.capitalpower.com/InvestorRelations/FinancialReporting/Reports/Extractive%20Sector%20Transparency%20Measures%20Act%20Report%20%E2%80%93%20Capital%20Power%202016.pdf,Canada
src_nA4JRZ,Canada,Cenovus Energy Inc,Christina Lake,Fees,2016,2610533.38628,26452398.99508,0.09868796349115802,http://www.cenovus.com/responsibility/docs/ESTMA-2016-annual-report-NRCan-format.pdf,Canada
src_nA4JRZ,Canada,Cenovus Energy Inc,Christina Lake,Royalties,2016,9808362.434,26452398.99508,0.37079292641186534,http://www.cenovus.com/responsibility/docs/ESTMA-2016-annual-report-NRCan-format.pdf,Canada
src_nA4JRZ,Canada,Cenovus Energy Inc,Christina Lake,Taxes,2016,14033503.174800001,26452398.99508,0.5305191100969766,http://www.cenovus.com/responsibility/docs/ESTMA-2016-annual-report-NRCan-format.pdf,Canada
src_BLmP1Z,Canada,Chevron Canada Limited,Hibernia,Royalties,2016,99592603.176,99592603.176,1,http://www.chevron.ca/documents/ESTMA-Reporting-Template-Chevron-Canada.pdf,Canada
src_BLmP1Z,Canada,Chevron Canada Limited,Terra Nova,Royalties,2016,89687.666096496,89687.666096496,1,http://www.chevron.ca/documents/ESTMA-Reporting-Template-Chevron-Canada.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Grande Prairie,Bonuses,2016,37724.4709,1569337.98944,0.02403846153846154,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Grande Prairie,Fees,2016,271616.19048,1569337.98944,0.17307692307692307,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Grande Prairie,Royalties,2016,1259997.32806,1569337.98944,0.8028846153846154,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Peace River,Bonuses,2016,694130.26456,4557116.08472,0.15231788079470202,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Peace River,Fees,2016,3395202.381,4557116.08472,0.7450331125827815,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_bZ7blX,Canada,Chinook Energy Inc,Peace River,Royalties,2016,467783.43916,4557116.08472,0.10264900662251657,http://www.chinookenergyinc.com/wordpress/wp-content/uploads/2017/05/Chinook-ESTMA-Reporting_FINAL_2016.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Crossfield,Fees,2016,17071.469402796003,65475.875008548006,0.26072915254003537,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Crossfield,Royalties,2016,35750.589590304,65475.875008548006,0.5460116353639671,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Crossfield,Taxes,2016,12653.816015448001,65475.875008548006,0.1932592120959975,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,El 1144,Fees,2016,78598.049874588,78598.049874588,1,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Hangingstone,Fees,2016,38.528234496,38.528234496,1,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Horn River,Fees,2016,1520059.2516,2284510.2933102483,0.6653764073863896,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Horn River,Royalties,2016,126254.766929652,2284510.2933102483,0.05526557148784357,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Horn River,Taxes,2016,638196.274780596,2284510.2933102483,0.2793580211257668,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_nAM6QX,Canada,Cnooc Limited,Leismer,Fees,2016,119550.55312551602,119550.55312551602,1,http://www.cnoocltd.com/jcms/jcms_files/jcms1/web5/site/attach/0/1705261738577119669.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Deep Basin,Fees,2016,2504904.8677600003,26799464.12736,0.09346846846846847,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Deep Basin,Royalties,2016,10034709.2594,26799464.12736,0.37443693693693697,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Deep Basin,Taxes,2016,14259850.0002,26799464.12736,0.5320945945945945,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Surmont,Fees,2016,2346462.08998,42334401.24398,0.055426840135448234,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Surmont,Royalties,2016,4300589.6826,42334401.24398,0.10158617002316878,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_dAgYQZ,Canada,Conocophillips Canada Resources Corp,Surmont,Taxes,2016,35687349.4714,42334401.24398,0.8429869898413831,http://www.conocophillips.ca/Documents/2016_ConocoPhillips_Canada_ESTMA.pdf,Canada
src_2Add9A,Canada,Crescent Point Energy Corp,Se Saskatchewan,Bonuses,2016,14486196.8256,94507344.49868,0.1532811751556762,http://www.crescentpointenergy.com/files/18944.2016%20ESTMA%20Report%20FINAL.pdf,Canada
src_2Add9A,Canada,Crescent Point Energy Corp,Se Saskatchewan,Fees,2016,4798552.69848,94507344.49868,0.05077438927031774,http://www.crescentpointenergy.com/files/18944.2016%20ESTMA%20Report%20FINAL.pdf,Canada
src_2Add9A,Canada,Crescent Point Energy Corp,Se Saskatchewan,Royalties,2016,48890914.2864,94507344.49868,0.5173239661504071,http://www.crescentpointenergy.com/files/18944.2016%20ESTMA%20Report%20FINAL.pdf,Canada
src_2Add9A,Canada,Crescent Point Energy Corp,Se Saskatchewan,Taxes,2016,26331680.6882,94507344.49868,0.2786204694235989,http://www.crescentpointenergy.com/files/18944.2016%20ESTMA%20Report%20FINAL.pdf,Canada
src_oXDyrZ,Canada,Crew Energy Inc,Lloydminster,Fees,2016,554711.182965452,3691434.543231668,0.15026981420611343,http://www.crewenergy.com/sites/default/files/2016%20Crew%20Energy%20Estma%20Report.pdf,Canada
src_oXDyrZ,Canada,Crew Energy Inc,Lloydminster,Royalties,2016,1554049.770363066,3691434.543231668,0.42098803382886824,http://www.crewenergy.com/sites/default/files/2016%20Crew%20Energy%20Estma%20Report.pdf,Canada
src_oXDyrZ,Canada,Crew Energy Inc,Lloydminster,Taxes,2016,1582673.58990315,3691434.543231668,0.42874215196501836,http://www.crewenergy.com/sites/default/files/2016%20Crew%20Energy%20Estma%20Report.pdf,Canada
src_eA3eaZ,Canada,Denison Mines Corp,Mcclean Lake,Royalties,2016,3657,6322,0.5784561847516608,http://www.denisonmines.com/i/pdf/estma/2016-ESTMA-DNN.pdf,Canada
src_eA3eaZ,Canada,Denison Mines Corp,Mcclean Lake,Taxes,2016,2665,6322,0.4215438152483391,http://www.denisonmines.com/i/pdf/estma/2016-ESTMA-DNN.pdf,Canada
src_JZnDRA,Canada,Dexter Construction Company Ltd,Newfoundland,Royalties,2016,98838.113758,98838.113758,1,http://www.dexter.ca/sites/default/files/images/inline/mel_estma_package.pdf,Canada
src_WZWeNA,Canada,Dominion Diamond Corporation,Diavik,Bonuses,2016,37724.4709,47774269.94776,7.896399241945673e-4,https://www.ddmines.com/wp-content/uploads/DDC-ESTMA-31-January-2017-FINAL.pdf,Canada
src_WZWeNA,Canada,Dominion Diamond Corporation,Diavik,Fees,2016,430058.96826,47774269.94776,0.009001895135818066,https://www.ddmines.com/wp-content/uploads/DDC-ESTMA-31-January-2017-FINAL.pdf,Canada
src_WZWeNA,Canada,Dominion Diamond Corporation,Diavik,Royalties,2016,18032297.0902,47774269.94776,0.37744788376500316,https://www.ddmines.com/wp-content/uploads/DDC-ESTMA-31-January-2017-FINAL.pdf,Canada
src_WZWeNA,Canada,Dominion Diamond Corporation,Diavik,Taxes,2016,29274189.4184,47774269.94776,0.6127605811749842,https://www.ddmines.com/wp-content/uploads/DDC-ESTMA-31-January-2017-FINAL.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Duvernay,Fees,2016,109e4,937e4,0.11632870864461047,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Duvernay,Royalties,2016,534e4,937e4,0.5699039487726788,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Duvernay,Taxes,2016,294e4,937e4,0.3137673425827108,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Horn River,Fees,2016,118e4,139e4,0.8489208633093526,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Horn River,Payments for infrastructure improvements,2016,19e4,139e4,0.1366906474820144,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Horn River,Royalties,2016,2e4,139e4,0.014388489208633094,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Montney,Fees,2016,103e5,4149e4,0.2482525909857797,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Montney,Payments for infrastructure improvements,2016,176e4,4149e4,0.042419860207278864,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Montney,Royalties,2016,221e5,4149e4,0.5326584719209448,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_GL0keZ,Canada,Encana Corporation,Montney,Taxes,2016,733e4,4149e4,0.17666907688599662,http://www.encana.com/pdf/investors/2016-encana-estma-report.pdf,Canada
src_nA4wqL,Canada,Firenze Energy Ltd,Hangingstone,Royalties,2016,6777.578441894,6777.578441894,1,http://sprott-toscana.com/media/1247/estma-reporting-template.pdf,Canada
src_JLov9Z,Canada,Goldcorp Inc,Eleonore,Bonuses,2016,155130,14568903,0.010648022023346576,http://s1.q4cdn.com/038672619/files/doc_downloads/estma/GOLDCORP-INC-ESTMA-Report-year-ended-2016.pdf,Canada
src_JLov9Z,Canada,Goldcorp Inc,Eleonore,Fees,2016,175207,14568903,0.012026094209014914,http://s1.q4cdn.com/038672619/files/doc_downloads/estma/GOLDCORP-INC-ESTMA-Report-year-ended-2016.pdf,Canada
src_JLov9Z,Canada,Goldcorp Inc,Eleonore,Payments for infrastructure improvements,2016,679,14568903,4.6606117152403305e-5,http://s1.q4cdn.com/038672619/files/doc_downloads/estma/GOLDCORP-INC-ESTMA-Report-year-ended-2016.pdf,Canada
src_JLov9Z,Canada,Goldcorp Inc,Eleonore,Royalties,2016,37887,14568903,0.002600538969886751,http://s1.q4cdn.com/038672619/files/doc_downloads/estma/GOLDCORP-INC-ESTMA-Report-year-ended-2016.pdf,Canada
src_JLov9Z,Canada,Goldcorp Inc,Eleonore,Taxes,2016,142e5,14568903,0.9746787386805994,http://s1.q4cdn.com/038672619/files/doc_downloads/estma/GOLDCORP-INC-ESTMA-Report-year-ended-2016.pdf,Canada
src_QL1eBL,Canada,Hecla Qubec Inc,Duvernay,Fees,2016,2350.989026488,2350.989026488,1,http://www.hecla-mining.com/wp-content/uploads/2015/10/ESTMA-HQ-Reporting-Template-Dec-31-2016.pdf,Canada
src_KXNQxA,Canada,Hibernia Management and Development Company Ltd,Hibernia,Fees,2016,3795081.7725400003,3795081.7725400003,1,http://www.hibernia.ca/ESTMAReportingHibernia2016Final.pdf,Canada
src_oAv05Z,Canada,Inplay Oil Corp,Pembina,Fees,2016,52814.25926,414969.1799,0.1272727272727273,http://www.inplayoil.com/sites/2/files/documents/inplay_-_estma_reporting_2016.pdf,Canada
src_oAv05Z,Canada,Inplay Oil Corp,Pembina,Royalties,2016,211257.03704,414969.1799,0.5090909090909091,http://www.inplayoil.com/sites/2/files/documents/inplay_-_estma_reporting_2016.pdf,Canada
src_oAv05Z,Canada,Inplay Oil Corp,Pembina,Taxes,2016,150897.8836,414969.1799,0.36363636363636365,http://www.inplayoil.com/sites/2/files/documents/inplay_-_estma_reporting_2016.pdf,Canada
src_oAv05Z,Canada,Inplay Oil Corp,Red Deer,Fees,2016,75448.9418,135808.09524,0.5555555555555556,http://www.inplayoil.com/sites/2/files/documents/inplay_-_estma_reporting_2016.pdf,Canada
src_oAv05Z,Canada,Inplay Oil Corp,Red Deer,Taxes,2016,60359.15344,135808.09524,0.4444444444444445,http://www.inplayoil.com/sites/2/files/documents/inplay_-_estma_reporting_2016.pdf,Canada
src_BAbJMA,Canada,Japan Canada Oil Sands Limited,Hangingstone,Fees,2016,1895238.9390556822,3927502.964782598,0.4825556991426971,https://static1.squarespace.com/static/572111554c2f853429920459/t/592d8858be65946eb956513e/1496156248867/2016+ESTMA+Report.pdf,Canada
src_BAbJMA,Canada,Japan Canada Oil Sands Limited,Hangingstone,Payments for infrastructure improvements,2016,573092.808656186,3927502.964782598,0.14591785513468322,https://static1.squarespace.com/static/572111554c2f853429920459/t/592d8858be65946eb956513e/1496156248867/2016+ESTMA+Report.pdf,Canada
src_BAbJMA,Canada,Japan Canada Oil Sands Limited,Hangingstone,Royalties,2016,201188.37575679002,3927502.964782598,0.051225518493765554,https://static1.squarespace.com/static/572111554c2f853429920459/t/592d8858be65946eb956513e/1496156248867/2016+ESTMA+Report.pdf,Canada
src_BAbJMA,Canada,Japan Canada Oil Sands Limited,Hangingstone,Taxes,2016,1257982.84131394,3927502.964782598,0.32030092722885417,https://static1.squarespace.com/static/572111554c2f853429920459/t/592d8858be65946eb956513e/1496156248867/2016+ESTMA+Report.pdf,Canada
src_BAbJMA,Canada,Japan Canada Oil Sands Limited,Liege,Royalties,2016,5566.622926004,5566.622926004,1,https://static1.squarespace.com/static/572111554c2f853429920459/t/592d8858be65946eb956513e/1496156248867/2016+ESTMA+Report.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Grande Prairie,Bonuses,2016,746944.52382,11234347.434020001,0.06648757555406312,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Grande Prairie,Fees,2016,1041195.3968400001,11234347.434020001,0.09267965077233041,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Grande Prairie,Royalties,2016,7846689.9472,11234347.434020001,0.6984553391537944,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Grande Prairie,Taxes,2016,1599517.5661600002,11234347.434020001,0.14237743451981194,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Karr,Bonuses,2016,15089.78836,648860.89948,0.023255813953488372,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Karr,Fees,2016,98083.62434000001,648860.89948,0.15116279069767444,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Karr,Royalties,2016,399879.39154000004,648860.89948,0.616279069767442,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Karr,Taxes,2016,135808.09524,648860.89948,0.20930232558139533,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Leduc Woodbend 070405126w4,Fees,2016,37724.4709,158442.77778,0.23809523809523808,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Leduc Woodbend 070405126w4,Royalties,2016,60359.15344,158442.77778,0.38095238095238093,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_lApEaX,Canada,Kelt Exploration Ltd,Leduc Woodbend 070405126w4,Taxes,2016,60359.15344,158442.77778,0.38095238095238093,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,Canada
src_JLooeL,Canada,Ks,Bethune,Fees,2016,391701.605308992,565812.101645874,0.6922821271754047,http://www.k-plus-s.com/en/pdf/2016/group-payment-report-2016.pdf,Germany
src_JLooeL,Canada,Ks,Bethune,Royalties,2016,174110.49633688197,565812.101645874,0.3077178728245952,http://www.k-plus-s.com/en/pdf/2016/group-payment-report-2016.pdf,Germany
src_dAgnaL,Canada,Ks Aktiengesellschaft,Bethune,Fees,2016,391701.605308992,565812.101645874,0.6922821271754047,http://www.k-plus-s.com/en/pdf/2016/group-payment-report-2016.pdf,Germany
src_dAgnaL,Canada,Ks Aktiengesellschaft,Bethune,Royalties,2016,174110.49633688197,565812.101645874,0.3077178728245952,http://www.k-plus-s.com/en/pdf/2016/group-payment-report-2016.pdf,Germany
src_mL6yxZ,Canada,Lehigh Hanson Materials Limited,Grande Prairie,Taxes,2016,122374.7129482772,122374.7129482772,1,http://www.lehighhanson.com/ESTMA%20Reports/ESTMA%E2%80%93LHML-2016.pdf,Canada
src_mL6yxZ,Canada,Lehigh Hanson Materials Limited,Red Deer,Taxes,2016,81990.06325829281,81990.06325829281,1,http://www.lehighhanson.com/ESTMA%20Reports/ESTMA%E2%80%93LHML-2016.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Brazeau,Fees,2016,795536.660296872,4558115.78319885,0.17453191145982047,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Brazeau,Royalties,2016,2063905.0484495822,4558115.78319885,0.4527978547752356,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Brazeau,Taxes,2016,1698674.074452396,4558115.78319885,0.37267023376494396,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Cardium,Royalties,2016,297994.649512116,297994.649512116,1,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Swan Hills,Fees,2016,259966.119376662,1515790.366465704,0.1715053249631165,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Swan Hills,Royalties,2016,802198.047368394,1515790.366465704,0.5292275667636289,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_xZrjpZ,Canada,Lightstream Resources Ltd,Swan Hills,Taxes,2016,453626.199720648,1515790.366465704,0.29926710827325453,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,Canada
src_2AG6rL,Canada,Longshore Resources Ltd,Peace River,Fees,2016,1508978.8360000001,1961672.4868,0.7692307692307693,http://www.longshore.ca/assets/ESTMAReporting-2016.pdf,Canada
src_2AG6rL,Canada,Longshore Resources Ltd,Peace River,Royalties,2016,452693.6508,1961672.4868,0.23076923076923075,http://www.longshore.ca/assets/ESTMAReporting-2016.pdf,Canada
src_nA46mZ,Canada,Meg Energy Corp,Christina Lake,Fees,2016,5794478.73024,26920182.434240002,0.21524663677130046,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,Canada
